Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
3747,-1.198154528,-0.728340231,2.156916856,-0.195575811,0.126939966,-1.732827255,-1.02325076,0.212700744,0.920478255,-0.605839491,1.033131507,-1.334178611,2.623249603,1.077922586,-1.663695922,-0.371910613,-0.17975534,0.247477101,-0.137996725,-0.185925466,0.01474149,-1.058576332,-0.221518349,0.373535956,0.701988761,-0.428742942,0.035069519,0.21509316,15.95,0
3747,0.810515764,0.988151811,2.551528917,-0.463662913,-0.751882274,-1.932706052,-1.085152703,0.368036081,-1.184921713,0.051031602,-1.308830608,-0.738833794,1.28749215,0.633385827,0.55571263,0.726697751,-0.113226382,0.131360786,1.083504177,-0.187859636,0.40922911,-0.673602864,-0.30616611,0.397272137,0.396209305,-0.245709534,0.02721144,0.235593942,1,0
3747,-2.125666957,1.255658385,-0.625204934,-1.767848728,0.24747579,2.25807175,-0.600181418,1.180043587,-0.500218224,-0.319821704,0.801207443,-2.104782301,0.030900527,1.783968707,-1.880140583,0.094999039,-0.278458224,-0.139057374,1.533380616,-0.182827479,0.032484165,-1.131622514,-0.342448361,-0.313279668,0.20285131,-0.09031211,-0.071957583,-0.144444921,215.58,0
3749,-1.217356506,0.88900366,0.89209135,-0.43334016,-0.140753441,-1.549823127,-1.088667343,0.235646406,-1.201265099,-0.769610821,1.976948205,-0.570696755,1.238508564,0.504902956,-1.577085941,1.658091524,-0.401622434,-0.49178362,1.092950187,0.178337107,0.15037137,-1.21429001,-0.264124071,-0.704091666,0.155987009,-0.315631225,0.026770667,0.049731146,15.95,0
3749,0.796617088,0.407504735,0.807120242,1.806571169,-0.814266338,-1.510375067,-0.651804199,0.312101822,0.870697101,-0.005930603,0.435287384,1.448290982,1.247544441,1.047921787,-0.423031798,-0.138002828,0.329083713,0.733382235,-0.727712834,-0.18416779,0.252472355,0.050718691,-0.134720142,0.012849163,0.104447145,1.25291377,0.027879619,0.186076917,15.95,0
3749,0.79855939,-0.122580118,2.149098847,-1.346248661,1.398737465,-1.668109672,-0.49597758,1.075932766,0.697008749,0.276664593,0.641824388,-0.745426228,1.655430118,2.16025783,-0.749473764,0.383696378,-0.413637568,0.249312359,-0.247058082,-0.204198352,0.182120753,-0.326975992,-0.35007451,0.402887627,0.497413444,0.549831308,0.042909098,0.049772203,15.95,0
3751,0.149203924,1.750435187,2.270447608,-1.054399729,2.477268315,3.084323372,0.452425428,0.113255926,0.294713917,0.316653284,1.594031801,-1.744404554,0.552374186,1.183116042,0.151401769,-0.990325961,-0.16418038,-0.834079347,0.161486425,0.115366624,-0.40341765,-0.94841374,-0.003814935,-0.339433195,0.368660373,0.081698152,0.003842667,0.030486833,2.99,0
3752,-1.202428222,-0.710772823,1.488595599,-0.052026197,2.157032234,-0.956422872,-1.052016111,0.295840557,0.40207274,-1.019878566,1.069855979,-2.484508366,0.925504305,2.85570252,-0.539161126,1.661542385,0.081204382,1.836861918,-0.386342245,0.044275839,0.096752994,-0.611600902,-0.282858885,0.121668812,0.383467962,1.060637077,0.005558235,0.170058092,15.95,0
3753,0.844151642,1.02182121,0.667445146,0.324635185,0.101282651,-1.669867616,-0.971807433,0.298178597,-0.874106451,0.318267202,0.751578342,-0.699626439,4.061609295,0.754677767,0.27662049,0.877365326,-0.545828111,1.15051392,-0.154007832,-0.043881295,0.194066675,-0.317813314,-0.493439045,0.317266985,0.517995101,0.480821231,0.043312739,0.038720262,15.95,0
3754,0.923193013,0.92439686,0.712663618,-1.323061224,0.061008841,-1.374069347,-0.567448949,0.185000618,0.927023115,0.081874333,1.710606475,1.860055606,1.451348627,1.006918104,-0.316586435,0.583280336,-0.228921965,-0.063920097,0.29687035,-0.358197843,0.393337767,-0.528997888,-0.24296109,0.032514351,0.713659562,0.499315525,0.008291048,0.199169341,15.95,0
3754,-0.268427952,0.972112163,2.464836299,-3.561197499,-0.258716386,-1.592604913,-1.076702651,0.298554795,0.327608742,-0.862340031,-0.123767074,0.799881885,3.841652272,2.32579923,1.00701245,0.055160192,-0.283571485,0.79028983,3.195010713,0.064730732,0.411061105,-0.220911037,-0.225631757,0.158557192,-0.196313323,-0.308419893,0.049816683,0.363822014,15.95,0
3759,0.998919452,0.952502992,0.463598374,-0.188344904,-0.681229128,-0.517342441,-0.165473453,0.210591038,-0.625210386,-0.110590648,0.64804498,-1.212232349,3.446314584,3.018706043,-1.740881294,0.383409188,-0.311228663,0.435880483,-0.260310914,-0.514617873,0.296929486,-0.856429552,-0.049835415,-0.340963282,-0.220330401,1.180719819,0.034361831,0.030241954,15.95,0
3760,0.869329055,0.368299352,0.578070391,-1.331276509,-0.577276843,-1.320354403,-1.74233097,0.284100916,-1.195230631,0.099244478,1.013112978,-0.917068609,3.744109288,2.299755168,-0.250102545,-0.249685842,-0.249129774,0.08887818,0.426626575,-0.173655129,0.18984332,-0.228315118,-0.211545011,0.057299499,-0.286706855,0.513353078,0.064180405,0.038304809,1,0
3761,0.93686491,0.846737953,1.437275766,-1.268066252,-0.052857026,-1.580757209,-0.358355736,1.103150483,-0.962800019,0.038250462,1.176067315,-0.646433766,1.765371811,0.561158514,-0.584789489,-0.75208268,-0.196139351,0.631412019,-0.079456302,0.148400285,-0.021736438,-0.632255539,-0.435146637,0.34641527,0.123086261,-0.426094879,0.052743592,0.138068667,15.95,0
3763,-1.144771487,-0.12297768,0.495807075,0.243735864,0.393775506,-0.140638963,-1.025419031,0.182559343,0.880794209,-0.671031346,0.738629538,1.082327531,1.7246345,0.655462754,0.675555636,0.824087863,-0.508410594,0.632000022,-0.252801145,0.008859526,0.189029162,-0.254342852,-0.013190717,0.975379948,0.07816455,0.451764909,0.057935644,0.024329448,15.95,0
3766,0.826946188,0.790978109,1.276388871,-0.362979597,0.018589498,-1.651476985,-1.135633432,0.232238234,-0.894135289,0.259385159,0.520422998,-1.252559179,1.11820522,0.895232553,0.477756324,0.664097507,-0.31203002,0.658059686,0.998646479,-0.064437121,0.220396476,-0.045107211,-0.212628718,0.3211949,0.371320314,-0.370972849,0.070494176,0.248262905,15.95,0
3766,-0.361966368,0.66857717,0.13653251,-3.685634842,-0.875655028,-2.006100391,-1.043244489,0.404508622,-0.197777719,0.124985476,0.873024451,-0.98380419,1.930138185,0.612017348,-1.91727245,0.940080413,-0.145052114,-0.534971284,0.299696737,0.103794761,0.365975549,-0.30081884,-0.516587521,0.340022253,0.426166574,-0.229445888,-0.007456825,0.053021661,1,0
3766,0.856836425,0.872782212,1.049307369,1.671905745,-0.003868393,-1.697467798,-0.519047634,0.261309621,-1.169099185,-0.530654369,0.76537262,1.532596584,1.816805389,0.871950051,-0.530853384,0.657346108,0.506891843,0.72821683,-0.303783391,0.032967671,0.245708508,-0.28579909,-0.13884832,0.352367753,-0.138233701,1.184636582,0.052136905,0.039046852,15.95,0
3766,0.918482421,-0.556546334,0.234969996,-0.141668727,-1.104656121,-1.871726091,-0.996750927,1.020526578,0.45566487,0.191193899,-0.836450604,-2.111923251,2.629301066,0.564848305,0.367955523,1.685691857,-0.402209683,-0.410244654,-0.050178952,0.159555754,0.145853788,-0.976784827,-0.152365838,0.944688254,0.346286159,0.860659498,0.117061881,0.175847166,15.95,0
3766,0.778019631,0.685735084,0.757873037,-0.508181639,-0.213940486,-1.808341964,-1.130012163,0.830039798,-0.127364575,-0.102573953,0.863434227,1.748719847,2.66600321,2.223930473,-0.210385923,1.412614694,-0.42740639,0.137699263,-0.200392391,-0.051595615,0.458220434,-1.242523201,-0.529750169,0.340306354,0.382590169,0.483029994,0.078445391,0.038632819,1,0
3766,0.861426592,-0.274033001,2.16068574,0.177198024,-0.228265438,-0.497863492,-0.515690131,0.431361698,-0.285618166,0.168197474,0.994250526,1.723931477,1.187801563,0.516863933,0.706691434,0.526481721,-0.380704393,0.009345136,-0.199498523,-0.21307133,0.256834895,-0.231343375,-0.552256774,-0.007541472,0.169299446,0.468968648,0.059379931,0.200108384,15.95,0
3766,-1.01063164,0.958661875,0.486365999,-3.310301668,-0.516561622,-0.448895555,-0.922627942,0.251484785,0.835364111,-0.137171452,1.193090574,-1.217688259,2.388676748,1.498112896,-1.573346481,0.514472053,-0.067298047,-0.068261621,-0.298790565,0.211371458,0.155571018,-0.928020507,-0.178794453,0.341119886,0.347776239,0.130082361,0.048535056,0.174993468,15.95,0
3766,-3.416262659,0.438729261,2.466650216,-0.089477992,-0.235130505,-1.859484499,-1.086207418,0.330736683,1.116293668,-0.664818204,0.241548567,-1.112797903,1.80133719,0.532956795,-0.452776491,1.872610035,0.736702129,0.739780157,-0.437397676,0.057154106,0.173869185,-0.384819533,-0.295505635,1.048165999,0.167312857,0.028915156,0.07902916,0.042308968,1,0
3766,-1.257837107,-0.150653204,0.765933796,-0.003316902,-0.751684322,-1.318364854,-0.477993026,0.181395785,-0.905865745,-0.434887713,1.082912428,-0.957446088,2.667791246,1.187906608,0.316179445,0.427482754,0.751394423,0.681297673,0.65459136,0.06903813,0.277477948,0.099700944,-0.26957693,0.96689985,0.443794682,0.516387884,0.055373684,0.251247491,15.95,0
3766,0.865831983,-0.216784992,1.150703174,-3.346909474,-0.941504024,-0.219265735,-0.337883129,0.19442702,0.407441655,-1.059108484,-0.358208702,1.01928716,2.429864299,0.968712032,-0.87153763,0.667369443,-0.169721905,0.872745836,0.55724705,-0.036960262,0.260486893,-0.553097666,-0.1787058,0.35435101,0.369738481,0.159833458,0.025117739,0.227900199,1,0
3766,0.859542907,0.941125106,1.33173162,-3.36359855,-0.636539725,-1.494439565,-0.933006681,1.017972819,-1.006992709,-0.711303278,0.657937239,1.644274501,2.491747395,2.020549319,0.088991859,0.081501916,-0.389014003,0.732128731,-0.146977061,0.026978405,0.115760015,-0.961685493,-0.444205719,-0.325723427,0.3748634,1.125169202,0.026439312,0.046974077,15.95,0
3766,0.836977433,-0.172334005,0.738438203,1.731217887,-0.659330645,-1.685908205,-1.030773733,0.319492914,-1.160007357,-0.409556787,0.454122822,1.61381953,0.87959745,2.536384694,0.821395106,0.449565956,-0.327247117,0.552574677,-0.330101363,-0.456882323,0.343338971,-0.581842381,-0.251348057,0.053465213,0.060410838,0.151846935,0.062871432,0.232220677,15.95,0
3766,-3.326105571,0.723863354,0.867589806,-2.728563962,-0.718983977,-1.601742336,-0.539132462,0.24924988,1.198526183,-0.499595662,0.588073776,-1.328333779,0.635299259,0.776894542,-0.68473,0.215891478,-0.273724177,-0.526724171,-0.007462545,0.100918141,0.102506618,-0.40889418,-0.429793132,0.341530739,0.642264033,0.146849001,0.061412846,0.029432364,9.99,0
3766,0.799235909,-0.21326567,1.359272689,-0.38204097,-1.255072664,-1.797920033,-1.029429174,0.311555219,-1.307334968,0.251696309,0.783562259,-0.6437194,1.153947259,0.960476852,0.576041158,0.263734219,-0.316012472,0.318208011,1.879699293,0.074583422,0.189054272,-0.346856599,-0.358560049,-0.265799678,-0.101246092,-0.343847465,0.011115315,0.050120277,15.95,0
3766,0.877733399,0.049420538,-0.85737581,-1.437659463,-2.266597519,-1.402958294,-0.51394835,0.126082913,0.733730301,0.284446632,1.247657164,-0.897285715,1.882611473,0.641025771,0.370393649,0.52485199,-0.528368877,-0.601008294,0.36225455,0.001599095,0.105817915,0.108453109,-0.455895674,0.352260883,-0.355805015,0.516180259,0.022785517,0.339302985,1,0
3769,0.814798932,-0.307392885,1.020472464,-0.446239327,-0.409880373,2.214486341,-1.045910288,0.417711596,-1.077277888,0.235090244,0.549314377,-1.234404592,2.646216847,0.61494407,-0.408316592,0.683245836,-0.427422813,0.820917507,-0.076549793,-0.171992957,0.392078981,-0.966772351,-0.447822959,0.491631346,0.54285489,0.130859143,0.079476406,0.375956078,15.95,0
3770,-1.154903913,-0.057609945,0.697624919,-1.521874249,-0.180846244,2.303407008,-1.072685353,0.308858036,0.397217967,-0.018854699,0.764207343,1.735652468,1.859808166,0.330363932,-0.546621018,0.31497671,-0.28787993,-0.099294677,0.169659248,0.207602466,0.300349763,-0.000931864,-0.43759455,0.112668498,-0.137738264,-0.137396405,0.033543094,0.228174343,15.95,0
3770,0.891841834,0.844724674,0.36750421,-0.104603493,-1.39480819,-1.669812513,-0.919276586,0.204386275,0.07782411,0.036200707,-0.082300814,-1.448893651,1.463267432,0.407059357,-0.334844523,0.544234084,-0.269886122,-0.292778669,0.191292537,0.014993116,0.231977344,-0.764890416,-0.27724966,-0.300344683,0.177619831,0.447129104,0.084939002,0.310195733,15.95,0
3770,0.765151126,-1.019320764,2.808216152,-3.86126727,-0.773766553,-1.567894644,-1.113995946,0.210125761,0.586711217,0.5754329,0.806878266,-0.692852138,2.746513615,1.752900271,0.714495045,-0.27623949,-0.368245487,-0.136531321,-0.000435034,-0.327929689,0.269739164,-0.387098653,-0.177387953,0.265433935,0.056526181,-0.292456124,0.035219034,0.23104908,15.95,0
3770,0.861740627,0.757619561,2.376999089,0.336984085,-0.613070243,-0.91527642,-1.068134748,0.274431513,0.308147915,-0.870563514,1.183529697,-1.707585472,2.274703479,2.341096944,-0.568193312,-0.005298872,-0.397261518,-0.064800516,1.676896663,0.059561218,0.05108944,-0.838678968,-0.460615572,0.351419127,-0.391771038,0.05616105,0.008029703,0.185322546,15.95,0
3770,0.872190989,0.296906064,0.815563534,1.57120735,-0.808701811,-1.769397539,-0.536513926,0.242747135,0.749497468,0.1038254,0.673220457,1.200084933,1.769911088,0.528987185,-0.069110932,-0.509367522,-0.32292403,0.107570128,-0.006479934,0.05436826,0.143803861,-1.113717441,-0.237724625,-0.081601277,0.138066262,0.462965633,0.055490993,0.186178256,1,0
3770,0.817478973,-0.13207895,0.947923067,-3.06729806,-0.937001109,-2.03039572,-0.958973337,0.312538976,0.26747765,-0.845593192,-0.268350862,-1.545481562,2.69579843,0.93355146,-1.241442571,0.755847444,-0.587524396,0.40814925,0.135306461,-0.432378205,0.275125726,-0.247221631,-0.46090562,0.967906562,0.362718044,-0.314195476,0.024202498,0.038388041,15.95,0
3770,0.806939803,0.300383477,2.298910024,-0.565705899,-0.790302457,-1.787841029,-0.736587489,0.290305613,-1.324719488,0.160213063,0.875652926,1.48391405,1.970397859,2.430728938,0.549517892,0.563533732,-0.476403105,0.59478943,-0.067987808,-0.50373583,0.419436776,-0.255166869,-0.576677498,0.302069279,0.232043358,0.526716123,0.088333082,0.249066609,15.95,0
3770,0.843300854,-0.057804147,0.917694211,-0.399565937,-0.594565356,-1.215660708,-0.625036623,0.410917433,-1.168366773,0.452606291,-0.110956888,-0.555247507,1.08680146,0.82790617,-0.320757906,0.28509322,-0.190640025,0.561021279,2.108190619,0.040927664,0.261628879,-0.605911963,-0.53881373,0.311801824,0.130840396,-0.269065663,-0.002056268,0.142349536,15.95,0
3770,0.807265524,-0.316799748,0.875409135,-0.539286213,0.248484207,-2.064207176,-1.137695016,0.455410006,0.211168102,-0.362603584,1.530816511,1.737069451,2.747404432,1.102992451,0.570947369,0.739919913,-0.309892936,0.84052431,0.108297769,0.003436765,0.435279377,-0.261673443,-0.592149841,0.455311984,0.159662796,-0.284258192,0.116024985,0.22432371,1,0
3770,0.861227061,-0.025637564,0.954449877,-0.404402108,-0.651523906,-1.013800794,-1.032187823,0.315800578,-1.116369423,0.317316373,-0.59565838,-0.779373445,3.928207425,0.888994356,-1.813167253,-0.390538475,0.543680285,0.609019367,0.327757708,-0.000463219,0.185662599,-0.572427832,-0.128328904,-0.366161134,0.569598187,1.123013264,0.099529693,0.179112114,15.95,0
3770,0.858938611,0.768921736,0.927522338,1.651429421,-0.88734711,-0.572580344,-1.062813582,0.167184707,0.691582578,0.278212221,-0.508514447,-1.077111441,2.625913447,2.005928743,-0.370828406,0.72300095,-0.279477115,0.665904128,0.05373458,-0.029463317,0.293894446,-0.300791083,-0.569923319,0.365447335,0.435395149,1.190533435,0.041698809,0.223692296,15.95,0
3770,-1.19524344,0.069616304,0.945929213,-2.795970644,-0.535723499,-1.477140121,-0.49419905,0.224798494,-1.145690116,-0.886895764,0.831182041,-0.559330912,1.202366813,2.127676298,0.428700007,0.133080551,-0.737165351,-0.196005793,0.503254411,0.018482956,0.101602584,-0.634091127,-0.482561229,0.451203125,0.159828964,-0.290887671,1.185211287,0.310391694,15.95,0
3770,0.90405186,-0.037700871,1.327731779,1.75383307,0.043679079,-0.543327419,-1.053146908,0.273781547,-0.216602775,0.862098536,-0.231370382,-1.40018028,1.682967347,2.207806945,-0.54606251,-0.359567668,-0.351628157,-0.536512524,-0.47727167,-0.084622174,0.315966733,-0.228855373,-0.202175143,0.100733315,-0.16505946,1.062542863,-0.023145597,0.040340971,15.95,0
3770,0.895058937,-0.157067809,0.837498408,-0.272301661,0.344378694,-0.412280595,-1.079190379,0.321575674,-0.132657592,-0.9149241,0.685550754,-1.798455644,1.115686153,0.595102766,0.107699904,0.009797037,-0.232198431,0.079735868,-0.013385939,0.191375587,0.179972943,-0.294528539,-0.449718085,0.072433674,0.178396466,1.002315,0.026307306,0.239678637,1,0
3770,0.819940109,0.591751249,0.673868129,-3.844731576,-0.4586523,-0.301192698,-0.313015472,0.120907057,0.238030162,0.101700537,0.841664874,1.227076801,1.28223275,1.042797475,-1.984518872,0.706109698,-0.632132205,0.818197367,0.539780836,-0.079562375,0.267330046,-0.295082063,-0.326058579,0.010978589,0.113881415,-0.328840126,0.044507314,0.143290405,15.95,0
3770,0.888548911,0.833707266,2.496762088,-0.343033711,-0.703517415,-1.515137617,-0.998075572,0.161798693,-1.456558722,-0.333560549,0.701554823,-1.23433481,1.112573415,0.861695619,-1.642324261,0.544855222,-0.206608613,-0.598660126,0.345671881,-0.100159313,0.280388871,-0.695507131,-0.14581749,-0.62080292,0.612698166,-0.340014934,0.047676043,-0.017962173,1,0
3771,0.821167485,0.012179359,0.926899623,-1.582463356,-0.628469896,-1.935789745,-0.43016505,0.447553283,-1.241933605,-0.457592216,0.760625409,-0.929409236,2.631050848,0.713013098,0.815007864,0.347184247,0.022090184,0.602106405,1.753899607,0.086732725,0.142301455,-1.102558291,-0.274122764,0.348925757,-0.257725466,1.166381015,0.07237264,0.21921439,15.95,0
3771,0.860507238,-0.268578845,0.782440322,0.332457885,-0.583751358,-1.48547188,-0.99227149,0.237749026,1.029869452,0.2041127,-0.264000637,-0.936039903,0.829031146,0.575339986,-0.118707826,0.543839976,-0.242824503,0.511136293,0.157529376,0.105545309,0.112970222,-0.565214643,-0.363489661,0.216405394,0.596932978,0.51323311,0.078951783,0.212327189,15.95,0
3771,0.866352617,0.112100263,0.718058086,-0.108922377,-1.613950579,-0.636657083,-0.552902969,0.149287059,-1.111246625,-0.068999379,0.602419751,-0.442183773,3.766808986,0.571247889,-1.659977803,0.857106874,-0.380501511,1.167019709,-0.307668994,-0.017902579,0.189013022,-0.334150531,-0.171810397,0.395691776,-0.219809852,0.531714477,0.042878184,0.179614172,15.95,0
3787,1.04275514,-1.739856369,-0.509182514,1.077991356,-0.483343619,3.22094197,0.039097385,-0.498219995,0.691692926,-0.90482732,0.935481721,-0.483766985,-0.278735749,1.646146644,-0.761981139,-0.617193691,1.164501582,0.047529831,1.40347087,-0.326168375,0.031803847,0.434827509,-0.213329925,0.378278332,0.141159053,1.05093637,-0.029621853,0.244490565,126.05,0
3843,0.536774196,-1.35522128,1.703095466,-0.9288513,0.155482351,-0.831768425,-0.606649638,0.139118082,-1.905279794,1.98259908,0.746637229,-0.044965957,2.087573914,0.136718305,-0.612337236,-1.137683064,-0.139112261,0.922459298,-0.383061205,-0.107286822,0.0156456,-0.570438563,-0.161648508,-1.238413447,-0.172258108,1.027072135,-0.044524214,0.186450239,26.5,0
3854,-2.92660955,0.475637869,1.186726153,-1.770212511,-0.50783241,3.101850317,0.380883499,-0.000578983,0.160180084,0.020689263,-1.001648947,-1.912918728,2.01368204,0.318979666,0.270803629,-1.00250673,1.554805201,-0.285365091,1.790653177,0.1786659,0.072348333,0.322447281,-0.003917946,0.382664002,-0.353101839,-0.23409706,0.02500396,0.01225903,50.07,0
3932,0.938305657,0.043242064,0.781365109,-0.342174627,0.856130091,-1.566140381,-1.062350452,0.268284374,-1.181204893,-0.419413121,1.062323945,-1.403182552,0.789370821,0.740871623,1.088162832,-0.328462815,-0.15781754,0.024013417,0.93827051,0.087314835,0.289544723,0.047558909,0.021434106,0.109738746,0.584462521,1.146318298,0.032194688,0.05744708,14.97,0
3966,0.352178053,0.01872158,0.60726854,0.898908685,-0.323759514,-0.723957639,-3.396654229,0.089190379,0.784351417,1.567836427,2.099738005,-1.46487465,2.036457861,2.054452567,-1.527988647,0.092711646,0.781035312,0.785676133,-0.1018654,-0.137670442,-0.031751297,0.002995245,-0.255137136,0.146381729,0.159174154,0.359468358,0.322046189,-0.206475739,5.9,0
4027,1.089608485,-0.842754264,0.601470665,-1.55177251,-0.258959131,0.239169502,-0.208894003,-0.013152988,0.722500152,2.947876398,0.762833921,-1.366333399,0.160206812,1.781712802,-0.110782177,1.323112547,-0.284931317,-0.631618614,-1.068822292,0.297158299,-0.045167728,-0.426380966,-0.270040039,-0.329824398,0.149258093,-0.7300868,0.319450481,0.247428128,8.94,0
4164,0.123585592,-0.46093348,1.274294857,-0.022565325,-0.84334794,-0.714536641,-0.665128206,0.105050301,-0.739298414,0.226736121,0.004924816,0.769755943,-0.019967129,1.85775486,1.195133647,-0.310345369,-0.360001806,-0.708385878,-0.589782171,-0.338656221,0.115926345,0.379800886,-0.310053634,-0.379287473,0.040496849,-0.416569366,0.002693359,0.590987431,2.15,0
4173,-2.407655293,0.066575794,1.613166079,0.00621752,-0.308968154,0.075256605,0.605244174,-0.601308487,0.338051565,0.127330247,-0.184113905,0.111694891,1.401454627,1.579969941,-1.502679881,0.053884466,-0.459116753,-0.751137363,-1.031538395,-0.119683822,-0.139832222,0.013362027,-0.330606445,-0.728823084,0.154494507,1.018859368,0.000877958,-0.012731011,34.47,0
4179,-1.377388181,-0.053536778,2.05110163,-1.274022292,0.117215087,-0.666640421,0.23583735,-0.054128332,0.934737749,0.20160504,-0.625690863,0.714890558,0.823029715,0.30348061,-0.258881614,0.357620299,-0.711855036,0.602469781,-0.688589761,-0.13220659,-0.126374558,-0.072269261,-0.402521872,-0.375747831,-0.404429294,0.790231806,0.006281336,0.436929337,77.45,0
4218,1.06197474,0.030658317,0.364145269,-0.051293176,-0.258519941,-0.951462129,-0.739230263,0.655736325,0.256592212,0.170049977,-0.092773657,0.398772606,3.191142265,1.68636994,-0.98403706,0.12816377,-0.033514599,1.272716977,-1.033618364,1.325462082,-0.156314336,0.264483869,-0.256719771,-0.73170732,-0.219735488,0.103657472,0.050032592,0.156609823,69.99,0
4228,-1.454828894,0.486897394,0.423289155,0.331662605,-0.409098727,-0.906785072,-0.268962549,0.325167022,1.355153993,0.140907576,0.535169159,0.302821189,1.790701369,1.58571197,0.98454963,-0.132994421,1.336051775,0.433406141,1.592483449,-0.297469491,-0.647537948,-0.947434069,-0.249635358,0.589647531,0.224661191,0.402614654,0.008829982,-0.021290378,12.26,0
4270,0.862467797,-0.165096593,2.572639774,-3.16393516,-0.91920385,-1.786514303,-1.00294404,0.260051919,-0.948929422,-0.526281839,-0.926628011,1.655435324,1.678891492,0.631304718,-1.312665529,0.418861234,0.075116763,0.212442091,-0.104139215,-0.04768753,0.05845568,-0.246736719,-0.128490117,0.327334632,-0.287541916,-0.330809057,0.074857631,0.164554574,1,0
4276,0.767555568,-0.277983918,0.895114889,-0.138172771,-0.257634951,-1.832937081,-1.112368224,0.207215033,-1.053197782,0.138180485,0.639990633,-1.2540015,1.191517167,0.610099172,-0.136671611,-0.232686778,-0.650991699,0.577394892,0.57211633,-0.073505519,0.170010894,-0.930972398,-0.349866373,0.966393293,-0.226245169,1.172405818,0.073333126,0.182892905,15.95,0
4280,-1.177813804,1.407421026,1.799993186,1.069393247,-1.026622926,-0.00369774,0.470134115,-3.487852355,-0.611720634,-1.231528792,2.160757791,-2.667256641,-0.389639778,0.530738267,-0.104609084,-0.973891016,2.564450024,-0.761733035,0.052403845,1.475324939,-0.104846074,0.482493103,-0.137083292,0.040119831,0.12755138,-0.818490701,0.843902078,0.023944081,98.88,0
4303,1.135620552,-0.077555971,1.24292559,-0.763477877,-0.640367608,3.825241202,-1.477319656,0.012950945,0.406989294,3.165156119,2.168590851,-2.860639428,-0.387910544,1.750571313,-1.509041814,-0.627699149,1.738883709,0.644114085,-0.1424848,-0.112642908,-0.01138927,0.562343254,0.044293238,0.355111528,0.130100575,0.372951621,0.196152963,-0.061078363,33.95,0
4349,1.064925032,0.901196842,1.822259378,-2.83263251,-0.314564997,-0.927864545,0.125720846,-0.101388684,0.579093445,-0.455733612,0.878337483,0.690359383,1.753935036,0.540116538,0.584590839,0.525645973,0.910055767,0.860390977,1.132912511,0.092320725,0.111613555,-0.045481815,-0.188811154,0.196518046,-0.112313999,0.816211779,0.257284597,0.242406824,958.47,0
4359,1.136642631,1.031644284,0.766272521,-0.709418352,-0.762743627,-0.427047779,0.14732442,0.051381553,0.7780374,-0.741857498,0.123806825,-2.877717537,1.204549509,0.340283107,-0.628322061,-0.756806316,-0.103423142,-0.769145382,1.573065617,1.472618034,0.056974385,-0.092268992,-0.344208307,0.420901699,-0.365997372,1.029901085,0.266666516,0.237154368,15.93,0
4408,1.058429862,-0.485832536,0.731644237,-0.030412453,0.155971335,-0.492818837,0.164165572,0.740690815,1.519607315,-0.900710705,0.928756994,-2.512985465,0.631531645,1.630723395,-0.168701839,0.138539923,-0.4155693,-0.605491287,-0.087870189,0.044129547,0.041792591,0.320320666,-0.264559072,-0.933303022,0.02009276,0.432165303,-0.02884763,0.298116095,156.04,0
4462,1.147680035,0.502993969,-0.581618033,-0.093372381,-0.109843821,-0.997630071,-0.631689258,0.905086453,0.181053994,-1.649705657,0.905257571,0.388696988,1.981551071,0.322623649,1.523445854,-0.695553494,-0.242857757,1.220461908,-0.496556492,-0.073714407,-0.0487268,-0.372561341,-0.291189391,0.132161401,0.15460498,0.743482554,-0.01758016,0.717480608,28.98,0
4478,0.307420941,0.663608324,-0.856002602,0.149943797,-0.083463674,-0.100942034,0.021040369,0.007738299,1.53514079,0.191742402,1.312522828,1.084676879,-0.265361878,1.370267111,-1.395139727,0.002494243,-0.020389082,-0.216915796,1.293069344,-0.340432967,0.754618396,-0.875258719,-0.012502375,0.486724884,0.418328114,-0.246920654,0.015488573,0.13774562,22.61,0
4480,-3.832110064,0.66320226,0.727606577,-2.288286622,0.006161966,-0.890792914,0.158716356,0.034798209,-0.732808901,-1.054665371,-1.036620712,0.671245996,1.122755015,0.492582774,0.544712206,0.5934546,0.826145463,0.764607769,-0.156687335,-0.217993614,-0.101064801,-2.37201134,-0.056100129,0.390547523,0.614523248,-0.402978343,0.344688018,0.00205027,12.82,0
4518,-0.676662073,0.447984036,0.65802283,-0.602537551,0.154423774,1.365015237,-0.184825247,-0.01385958,0.908881527,-0.74982764,0.406696567,-1.348121233,2.410497211,1.130826956,-0.241264405,0.287273886,1.040479014,0.388615173,-0.372942284,-0.23976901,-0.022969308,-0.080976039,-0.079817819,0.551100982,0.716531684,1.012382581,-0.24848771,0.103828598,34.99,0
4521,-0.82153996,0.773335099,0.254897087,-1.110462629,1.007020215,0.182043542,-0.765941229,0.748525596,-1.115386294,-0.530589086,-0.061995163,0.695306889,1.126380921,-0.160110268,-0.48188261,-0.522075118,-0.687599361,1.133559976,-0.472276466,2.178645884,-0.534967101,0.483673524,0.144986572,-0.382353657,-0.194958476,-0.050651101,0.252569094,0.122788932,57.55,0
